record_id,datetime,year,month,day,hour,pm10,so2,no2,co,o3,temperature,pressure,dew_point,rain,wind_direction,wind_speed,pm25
22636,2015-10-29 13:00:00,2015,10,29,13,15.0,5.0,10.0,400.0,76.0,11.9,1021.9,-11.0,0.0,NW,4.5,9.0
22637,2015-10-29 14:00:00,2015,10,29,14,23.0,5.0,12.0,400.0,75.0,12.2,1021.4,-11.5,0.0,WNW,5.0,5.0
22638,2015-10-29 15:00:00,2015,10,29,15,26.0,5.0,10.0,300.0,77.0,12.3,1021.3,-10.7,0.0,WNW,5.2,5.0
22639,2015-10-29 16:00:00,2015,10,29,16,27.0,4.0,15.0,300.0,72.0,12.5,1021.5,-11.2,0.0,WNW,4.1,10.0
22640,2015-10-29 17:00:00,2015,10,29,17,32.0,4.0,21.0,400.0,64.0,11.8,1021.7,-9.9,0.0,WNW,3.6,8.0
22641,2015-10-29 18:00:00,2015,10,29,18,27.0,3.0,28.0,500.0,54.0,10.8,1022.6,-10.7,0.0,NNW,1.9,3.0
22642,2015-10-29 19:00:00,2015,10,29,19,41.0,3.0,45.0,700.0,38.0,9.7,1023.9,-10.5,0.0,NNW,2.2,10.0
22643,2015-10-29 20:00:00,2015,10,29,20,37.0,3.0,45.0,700.0,35.0,8.5,1024.8,-10.4,0.0,NNW,1.2,19.0
22644,2015-10-29 21:00:00,2015,10,29,21,17.0,3.0,31.0,600.0,45.0,7.3,1025.6,-10.0,0.0,NNE,1.5,8.0
22645,2015-10-29 22:00:00,2015,10,29,22,25.0,3.0,22.0,400.0,49.0,7.5,1026.2,-9.9,0.0,N,1.4,12.0
22646,2015-10-29 23:00:00,2015,10,29,23,19.0,3.0,28.0,400.0,43.0,7.1,1026.7,-9.8,0.0,NNE,2.2,7.0
22647,2015-10-30 00:00:00,2015,10,30,0,30.0,3.0,43.0,400.0,30.0,6.2,1026.8,-8.5,0.0,N,0.9,7.0
22648,2015-10-30 01:00:00,2015,10,30,1,19.0,4.0,59.0,500.0,16.0,2.8,1027.2,-5.1,0.0,W,0.3,12.0
22649,2015-10-30 02:00:00,2015,10,30,2,34.0,5.0,73.0,500.0,5.0,1.5,1027.3,-4.0,0.0,SE,0.1,12.0
22650,2015-10-30 03:00:00,2015,10,30,3,41.0,4.0,70.0,500.0,4.0,1.0,1027.2,-3.9,0.0,W,0.7,14.0
22651,2015-10-30 04:00:00,2015,10,30,4,38.0,3.0,65.0,500.0,,0.7,1026.7,-3.8,0.0,,0.2,13.0
22652,2015-10-30 05:00:00,2015,10,30,5,26.0,3.0,60.0,500.0,5.0,0.2,1026.8,-3.2,0.0,NW,0.1,12.0
22653,2015-10-30 06:00:00,2015,10,30,6,24.0,3.0,60.0,600.0,5.0,-0.3,1026.8,-3.0,0.0,SW,0.2,11.0
22654,2015-10-30 07:00:00,2015,10,30,7,14.0,3.0,62.0,600.0,6.0,0.1,1027.1,-2.4,0.0,W,0.5,14.0
22655,2015-10-30 08:00:00,2015,10,30,8,33.0,4.0,64.0,800.0,8.0,5.5,1027.8,-4.9,0.0,N,1.0,16.0
22656,2015-10-30 09:00:00,2015,10,30,9,22.0,5.0,56.0,600.0,19.0,8.4,1028.1,-6.2,0.0,NNW,1.4,18.0
22657,2015-10-30 10:00:00,2015,10,30,10,39.0,7.0,64.0,800.0,18.0,10.5,1027.7,-7.7,0.0,NNW,1.9,24.0
22658,2015-10-30 11:00:00,2015,10,30,11,33.0,7.0,46.0,600.0,37.0,11.8,1027.2,-7.6,0.0,NNW,2.3,16.0
22659,2015-10-30 12:00:00,2015,10,30,12,12.0,6.0,36.0,500.0,44.0,12.5,1026.7,-7.0,0.0,NNW,2.2,12.0
22660,2015-10-30 13:00:00,2015,10,30,13,93.0,7.0,45.0,600.0,43.0,13.0,1025.9,-6.1,0.0,SW,3.2,25.0
22661,2015-10-30 14:00:00,2015,10,30,14,67.0,5.0,36.0,500.0,56.0,13.4,1025.2,-6.3,0.0,SW,4.3,23.0
22662,2015-10-30 15:00:00,2015,10,30,15,55.0,5.0,31.0,400.0,63.0,13.7,1025.0,-6.5,0.0,SW,3.4,19.0
22663,2015-10-30 16:00:00,2015,10,30,16,62.0,8.0,39.0,400.0,61.0,13.5,1025.0,-6.2,0.0,SSW,3.1,21.0
22664,2015-10-30 17:00:00,2015,10,30,17,72.0,7.0,53.0,500.0,43.0,12.4,1025.2,-5.2,0.0,SW,3.0,24.0
22665,2015-10-30 18:00:00,2015,10,30,18,77.0,7.0,67.0,600.0,30.0,11.1,1025.7,-4.6,0.0,S,1.0,23.0
22666,2015-10-30 19:00:00,2015,10,30,19,82.0,7.0,83.0,700.0,15.0,10.9,1026.4,-4.8,0.0,S,1.0,33.0
22667,2015-10-30 20:00:00,2015,10,30,20,82.0,8.0,82.0,700.0,14.0,9.3,1026.8,-3.3,0.0,WSW,1.3,39.0
22668,2015-10-30 21:00:00,2015,10,30,21,83.0,8.0,90.0,800.0,7.0,6.8,1027.3,-1.6,0.0,W,0.4,44.0
22669,2015-10-30 22:00:00,2015,10,30,22,87.0,7.0,90.0,1400.0,4.0,4.4,1027.7,-0.4,0.0,E,1.0,47.0
22670,2015-10-30 23:00:00,2015,10,30,23,135.0,9.0,89.0,1600.0,6.0,3.6,1028.2,-0.2,0.0,SE,0.7,60.0
22671,2015-10-31 00:00:00,2015,10,31,0,151.0,7.0,80.0,1700.0,7.0,4.9,1028.3,-1.3,0.0,N,1.1,76.0
22672,2015-10-31 01:00:00,2015,10,31,1,122.0,6.0,76.0,1500.0,6.0,2.5,1028.7,-0.4,0.0,ESE,1.5,67.0
22673,2015-10-31 02:00:00,2015,10,31,2,101.0,6.0,71.0,1400.0,5.0,1.9,1028.9,-0.5,0.0,E,1.3,56.0
22674,2015-10-31 03:00:00,2015,10,31,3,89.0,6.0,68.0,1300.0,5.0,2.8,1028.8,-1.0,0.0,WSW,0.9,53.0
22675,2015-10-31 04:00:00,2015,10,31,4,66.0,5.0,67.0,1100.0,5.0,1.1,1028.4,-1.0,0.0,SSW,0.6,39.0
22676,2015-10-31 05:00:00,2015,10,31,5,42.0,4.0,65.0,700.0,5.0,2.7,1028.1,-2.6,0.0,ENE,1.7,30.0
22677,2015-10-31 06:00:00,2015,10,31,6,32.0,4.0,62.0,500.0,6.0,0.6,1028.5,-2.3,0.0,SSW,0.4,19.0
22678,2015-10-31 07:00:00,2015,10,31,7,33.0,4.0,61.0,600.0,5.0,0.8,1028.8,-2.6,0.0,WSW,0.4,16.0
22679,2015-10-31 08:00:00,2015,10,31,8,45.0,4.0,58.0,800.0,5.0,6.0,1029.3,-1.6,0.0,E,0.7,23.0
22680,2015-10-31 09:00:00,2015,10,31,9,52.0,4.0,59.0,900.0,11.0,8.2,1029.6,-3.7,0.0,NE,1.4,18.0
22681,2015-10-31 10:00:00,2015,10,31,10,41.0,5.0,54.0,700.0,23.0,10.8,1029.2,-3.7,0.0,ENE,1.0,20.0
22682,2015-10-31 11:00:00,2015,10,31,11,36.0,7.0,53.0,700.0,31.0,11.7,1028.6,-5.8,0.0,NE,1.2,16.0
22683,2015-10-31 12:00:00,2015,10,31,12,28.0,8.0,40.0,600.0,47.0,12.7,1027.4,-6.3,0.0,W,1.6,14.0
22684,2015-10-31 13:00:00,2015,10,31,13,32.0,8.0,48.0,700.0,50.0,13.9,1026.3,-5.3,0.0,SW,1.8,19.0
22685,2015-10-31 14:00:00,2015,10,31,14,42.0,7.0,55.0,700.0,51.0,14.6,1025.5,-6.3,0.0,WSW,1.6,30.0
22686,2015-10-31 15:00:00,2015,10,31,15,55.0,7.0,49.0,600.0,62.0,14.9,1024.9,-5.5,0.0,SW,2.4,29.0
22687,2015-10-31 16:00:00,2015,10,31,16,57.0,7.0,42.0,500.0,72.0,14.5,1024.8,-5.9,0.0,SW,2.4,30.0
22688,2015-10-31 17:00:00,2015,10,31,17,61.0,7.0,50.0,500.0,56.0,12.8,1024.6,-4.8,0.0,WSW,1.9,24.0
22689,2015-10-31 18:00:00,2015,10,31,18,70.0,7.0,75.0,700.0,34.0,10.5,1024.6,-4.3,0.0,SW,1.3,40.0
22690,2015-10-31 19:00:00,2015,10,31,19,89.0,8.0,103.0,1000.0,12.0,9.2,1024.7,-3.1,0.0,WSW,1.1,46.0
22691,2015-10-31 20:00:00,2015,10,31,20,96.0,8.0,115.0,1300.0,6.0,6.7,1024.5,-1.0,0.0,SW,0.2,60.0
22692,2015-10-31 21:00:00,2015,10,31,21,107.0,8.0,115.0,1400.0,6.0,5.1,1024.2,0.1,0.0,SW,0.2,69.0
22693,2015-10-31 22:00:00,2015,10,31,22,114.0,9.0,116.0,1600.0,6.0,4.6,1024.0,-0.4,0.0,ENE,0.7,80.0
22694,2015-10-31 23:00:00,2015,10,31,23,120.0,7.0,109.0,1800.0,5.0,4.0,1023.6,0.1,0.0,E,0.5,80.0
22695,2015-11-01 00:00:00,2015,11,1,0,132.0,9.0,104.0,1900.0,7.0,2.9,1023.2,0.6,0.0,E,1.1,83.0
22696,2015-11-01 01:00:00,2015,11,1,1,124.0,8.0,93.0,1700.0,7.0,3.0,1022.8,0.7,0.0,ENE,1.1,85.0
22697,2015-11-01 02:00:00,2015,11,1,2,121.0,8.0,90.0,1600.0,7.0,2.1,1022.8,0.3,0.0,ENE,1.2,84.0
22698,2015-11-01 08:00:00,2015,11,1,8,54.0,2.0,61.0,900.0,6.0,2.0,1021.5,-0.6,0.0,SE,0.5,37.0
22699,2015-11-01 10:00:00,2015,11,1,10,81.0,8.0,70.0,1100.0,14.0,11.0,1020.8,-1.1,0.0,E,1.1,53.0
22700,2015-11-01 11:00:00,2015,11,1,11,82.0,15.0,73.0,1300.0,22.0,13.8,1020.2,-3.1,0.0,N,1.4,60.0
22701,2015-11-01 12:00:00,2015,11,1,12,79.0,15.0,81.0,1300.0,26.0,15.5,1019.3,-3.4,0.0,NW,1.6,55.0
22702,2015-11-01 13:00:00,2015,11,1,13,60.0,12.0,75.0,1000.0,32.0,16.8,1018.3,-3.4,0.0,W,2.6,49.0
22703,2015-11-01 14:00:00,2015,11,1,14,69.0,10.0,78.0,900.0,46.0,17.3,1017.4,-2.4,0.0,SW,2.7,45.0
22704,2015-11-01 15:00:00,2015,11,1,15,81.0,9.0,81.0,800.0,62.0,17.1,1016.9,-2.6,0.0,WSW,3.5,58.0
22705,2015-11-01 16:00:00,2015,11,1,16,84.0,9.0,82.0,800.0,60.0,16.7,1016.6,-1.4,0.0,WSW,2.9,59.0
22706,2015-11-01 17:00:00,2015,11,1,17,101.0,9.0,105.0,900.0,54.0,15.0,1016.6,-1.6,0.0,WSW,1.8,66.0
22707,2015-11-01 18:00:00,2015,11,1,18,122.0,7.0,134.0,1200.0,14.0,14.3,1016.7,-0.2,0.0,SW,2.0,83.0
22708,2015-11-01 19:00:00,2015,11,1,19,131.0,7.0,142.0,1300.0,8.0,13.4,1016.9,0.1,0.0,WSW,1.9,90.0
22709,2015-11-01 20:00:00,2015,11,1,20,143.0,9.0,132.0,1200.0,9.0,13.3,1017.0,0.3,0.0,W,2.6,102.0
22710,2015-11-01 21:00:00,2015,11,1,21,169.0,11.0,135.0,1400.0,5.0,12.5,1017.1,0.6,0.0,W,2.1,124.0
22711,2015-11-01 22:00:00,2015,11,1,22,152.0,6.0,130.0,1500.0,3.0,7.6,1017.3,2.3,0.0,ENE,0.6,125.0
22712,2015-11-02 00:00:00,2015,11,2,0,158.0,7.0,125.0,2100.0,6.0,5.4,1017.3,2.0,0.0,NE,1.1,107.0
22713,2015-11-02 01:00:00,2015,11,2,1,213.0,7.0,122.0,2700.0,7.0,4.0,1017.4,2.2,0.0,E,0.6,137.0
22714,2015-11-02 02:00:00,2015,11,2,2,191.0,6.0,117.0,2500.0,7.0,3.4,1017.4,1.9,0.0,E,0.6,138.0
22715,2015-11-02 03:00:00,2015,11,2,3,175.0,6.0,108.0,2300.0,6.0,3.0,1017.2,1.2,0.0,ESE,0.8,129.0
22716,2015-11-02 04:00:00,2015,11,2,4,178.0,4.0,102.0,2100.0,5.0,2.7,1017.1,0.9,0.0,WSW,0.6,121.0
22717,2015-11-02 05:00:00,2015,11,2,5,137.0,3.0,95.0,2000.0,4.0,2.4,1017.1,0.9,0.0,SW,0.6,107.0
22718,2015-11-02 06:00:00,2015,11,2,6,122.0,3.0,86.0,2000.0,4.0,1.9,1017.5,0.1,0.0,SSE,0.6,97.0
22719,2015-11-02 07:00:00,2015,11,2,7,116.0,4.0,79.0,2200.0,4.0,1.6,1017.7,0.3,0.0,SE,0.4,91.0
22720,2015-11-02 08:00:00,2015,11,2,8,130.0,4.0,74.0,2600.0,4.0,4.9,1018.2,1.7,0.0,ESE,0.5,92.0
22721,2015-11-02 09:00:00,2015,11,2,9,82.0,6.0,76.0,1800.0,6.0,10.9,1018.4,-0.6,0.0,SSE,0.4,69.0
22722,2015-11-02 10:00:00,2015,11,2,10,96.0,12.0,85.0,1800.0,8.0,13.4,1018.3,-1.0,0.0,ENE,1.0,68.0
22723,2015-11-02 11:00:00,2015,11,2,11,93.0,18.0,84.0,1400.0,16.0,15.9,1017.9,-0.8,0.0,ESE,0.8,66.0
22724,2015-11-02 12:00:00,2015,11,2,12,79.0,22.0,79.0,1300.0,28.0,17.5,1017.3,-1.2,0.0,WNW,1.4,59.0
22725,2015-11-02 13:00:00,2015,11,2,13,72.0,19.0,88.0,1300.0,34.0,19.1,1016.4,-2.5,0.0,WSW,1.5,54.0
22726,2015-11-02 14:00:00,2015,11,2,14,63.0,13.0,84.0,1000.0,51.0,19.8,1015.9,-3.8,0.0,SSW,2.4,46.0
22727,2015-11-02 15:00:00,2015,11,2,15,93.0,10.0,109.0,1000.0,45.0,19.4,1015.7,-3.5,0.0,SSW,3.0,65.0
22728,2015-11-02 16:00:00,2015,11,2,16,83.0,9.0,73.0,800.0,68.0,18.9,1015.8,-2.7,0.0,SSW,2.3,56.0
22729,2015-11-02 17:00:00,2015,11,2,17,87.0,9.0,85.0,1000.0,55.0,17.6,1016.0,-3.2,0.0,SSW,2.1,55.0
22730,2015-11-02 18:00:00,2015,11,2,18,116.0,9.0,115.0,1200.0,29.0,12.6,1016.3,0.3,0.0,SSE,0.4,67.0
22731,2015-11-02 19:00:00,2015,11,2,19,133.0,9.0,141.0,1800.0,6.0,9.5,1016.8,2.1,0.0,SE,0.2,80.0
22732,2015-11-02 20:00:00,2015,11,2,20,148.0,10.0,146.0,2300.0,5.0,8.2,1017.0,3.0,0.0,E,0.5,98.0
22733,2015-11-02 21:00:00,2015,11,2,21,158.0,10.0,152.0,3400.0,5.0,7.6,1017.3,3.1,0.0,NNE,0.6,119.0
22734,2015-11-02 22:00:00,2015,11,2,22,159.0,9.0,141.0,3100.0,5.0,6.8,1017.8,3.0,0.0,E,1.0,114.0
22735,2015-11-02 23:00:00,2015,11,2,23,165.0,7.0,135.0,3300.0,4.0,6.3,1017.8,2.9,0.0,ENE,0.9,122.0
22736,2015-11-03 00:00:00,2015,11,3,0,166.0,6.0,124.0,3400.0,4.0,6.2,1018.0,2.6,0.0,ENE,0.6,116.0
22737,2015-11-03 01:00:00,2015,11,3,1,195.0,7.0,121.0,3300.0,7.0,5.0,1018.0,3.3,0.0,SW,0.1,134.0
22738,2015-11-03 02:00:00,2015,11,3,2,220.0,10.0,122.0,3000.0,8.0,4.6,1018.2,3.3,0.0,ENE,0.6,161.0
22739,2015-11-03 03:00:00,2015,11,3,3,195.0,9.0,113.0,2600.0,7.0,4.1,1018.2,2.9,0.0,ENE,1.3,143.0
22740,2015-11-03 04:00:00,2015,11,3,4,189.0,8.0,105.0,2600.0,,4.1,1018.2,3.2,0.0,NE,1.0,142.0
22741,2015-11-03 05:00:00,2015,11,3,5,172.0,7.0,93.0,2400.0,5.0,3.3,1018.5,2.4,0.0,NE,0.9,137.0
22742,2015-11-03 06:00:00,2015,11,3,6,163.0,6.0,88.0,2300.0,5.0,3.0,1018.8,2.4,0.0,NE,0.7,131.0
22743,2015-11-03 07:00:00,2015,11,3,7,150.0,5.0,81.0,2300.0,4.0,2.9,1019.1,2.3,0.0,NE,1.1,123.0
22744,2015-11-03 08:00:00,2015,11,3,8,159.0,7.0,80.0,2500.0,5.0,4.5,1019.9,3.5,0.0,NE,0.7,125.0
22745,2015-11-03 09:00:00,2015,11,3,9,171.0,9.0,90.0,2600.0,6.0,7.9,1020.2,4.3,0.0,E,1.1,133.0
22746,2015-11-03 10:00:00,2015,11,3,10,210.0,15.0,114.0,3000.0,7.0,10.7,1020.1,3.9,0.0,E,1.1,154.0
22747,2015-11-03 11:00:00,2015,11,3,11,241.0,20.0,150.0,3300.0,8.0,12.6,1019.8,4.0,0.0,SSE,1.6,186.0
22748,2015-11-03 12:00:00,2015,11,3,12,305.0,26.0,187.0,3700.0,9.0,14.7,1019.2,4.4,0.0,SE,1.3,240.0
22749,2015-11-03 13:00:00,2015,11,3,13,230.0,43.0,130.0,2100.0,37.0,16.3,1018.3,4.0,0.0,SW,2.4,221.0
22750,2015-11-03 14:00:00,2015,11,3,14,192.0,41.0,89.0,1600.0,79.0,17.8,1017.7,4.0,0.0,SSW,2.4,192.0
22751,2015-11-03 15:00:00,2015,11,3,15,146.0,36.0,61.0,1300.0,110.0,17.6,1017.4,3.8,0.0,SSW,3.1,146.0
22752,2015-11-03 16:00:00,2015,11,3,16,138.0,27.0,56.0,1100.0,117.0,17.5,1017.2,4.4,0.0,SSW,2.9,123.0
22753,2015-11-03 17:00:00,2015,11,3,17,137.0,22.0,65.0,1100.0,106.0,16.2,1017.2,4.2,0.0,SW,1.7,122.0
22754,2015-11-03 18:00:00,2015,11,3,18,154.0,19.0,110.0,1300.0,63.0,12.2,1017.7,5.6,0.0,WNW,0.8,133.0
22755,2015-11-03 19:00:00,2015,11,3,19,192.0,22.0,152.0,1700.0,25.0,10.2,1018.2,6.0,0.0,SE,0.2,161.0
22756,2015-11-03 20:00:00,2015,11,3,20,185.0,23.0,179.0,2800.0,7.0,9.1,1018.4,6.0,0.0,NE,0.7,180.0
22757,2015-11-03 21:00:00,2015,11,3,21,201.0,12.0,166.0,3200.0,5.0,8.0,1018.2,6.0,0.0,ESE,0.8,191.0
22758,2015-11-03 22:00:00,2015,11,3,22,203.0,10.0,161.0,2800.0,5.0,7.6,1018.5,5.7,0.0,SE,0.2,182.0
22759,2015-11-03 23:00:00,2015,11,3,23,200.0,16.0,168.0,2800.0,4.0,7.6,1018.4,5.6,0.0,NE,1.0,184.0
22760,2015-11-04 00:00:00,2015,11,4,0,186.0,10.0,155.0,2900.0,3.0,7.0,1018.3,5.0,0.0,NE,0.7,177.0
22761,2015-11-04 01:00:00,2015,11,4,1,182.0,7.0,149.0,2900.0,3.0,7.0,1018.3,5.3,0.0,N,0.4,177.0
22762,2015-11-04 02:00:00,2015,11,4,2,189.0,6.0,139.0,2900.0,3.0,6.3,1018.3,4.8,0.0,ENE,0.4,176.0
22763,2015-11-04 03:00:00,2015,11,4,3,213.0,7.0,132.0,3200.0,4.0,6.1,1018.0,5.1,0.0,ENE,0.7,193.0
22764,2015-11-04 04:00:00,2015,11,4,4,237.0,6.0,125.0,3200.0,4.0,5.9,1017.9,4.7,0.0,ENE,1.0,201.0
22765,2015-11-04 05:00:00,2015,11,4,5,241.0,6.0,125.0,3000.0,5.0,5.2,1018.4,4.2,0.0,ENE,0.4,217.0
22766,2015-11-04 06:00:00,2015,11,4,6,232.0,6.0,121.0,2800.0,4.0,5.1,1018.8,3.9,0.0,ENE,1.0,213.0
22767,2015-11-04 07:00:00,2015,11,4,7,230.0,7.0,116.0,3000.0,4.0,4.9,1019.1,4.2,0.0,NE,0.7,210.0
22768,2015-11-04 08:00:00,2015,11,4,8,233.0,6.0,108.0,3000.0,4.0,5.2,1019.8,4.3,0.0,ENE,0.6,209.0
22769,2015-11-04 09:00:00,2015,11,4,9,235.0,9.0,115.0,3000.0,4.0,8.6,1020.0,5.2,0.0,ENE,0.9,209.0
22770,2015-11-04 10:00:00,2015,11,4,10,238.0,13.0,128.0,2900.0,6.0,10.1,1020.1,5.1,0.0,E,1.0,212.0
22771,2015-11-04 11:00:00,2015,11,4,11,248.0,15.0,133.0,2900.0,7.0,11.2,1019.8,4.9,0.0,ENE,1.0,222.0
22772,2015-11-04 12:00:00,2015,11,4,12,264.0,17.0,144.0,3000.0,9.0,12.4,1019.1,5.3,0.0,NNE,1.1,238.0
22773,2015-11-04 13:00:00,2015,11,4,13,275.0,24.0,170.0,3000.0,12.0,14.0,1018.1,4.3,0.0,E,1.8,252.0
22774,2015-11-04 14:00:00,2015,11,4,14,277.0,26.0,179.0,2800.0,12.0,14.8,1018.0,4.5,0.0,ESE,1.5,258.0
22775,2015-11-04 15:00:00,2015,11,4,15,263.0,25.0,173.0,2600.0,14.0,14.9,1017.9,4.8,0.0,E,1.1,253.0
22776,2015-11-04 16:00:00,2015,11,4,16,257.0,25.0,173.0,2500.0,16.0,14.3,1017.8,4.6,0.0,NNE,1.2,257.0
22777,2015-11-04 17:00:00,2015,11,4,17,278.0,24.0,199.0,2800.0,5.0,13.2,1018.2,4.9,0.0,N,0.9,3.0
22778,2015-11-04 19:00:00,2015,11,4,19,255.0,22.0,184.0,2600.0,4.0,10.6,1019.6,6.5,0.0,NE,0.2,245.0
22779,2015-11-04 20:00:00,2015,11,4,20,254.0,21.0,179.0,2700.0,4.0,10.2,1019.9,6.9,0.0,SW,0.6,247.0
22780,2015-11-04 21:00:00,2015,11,4,21,242.0,21.0,163.0,2500.0,4.0,12.2,1020.3,5.1,0.0,WNW,1.1,242.0
22781,2015-11-04 22:00:00,2015,11,4,22,238.0,21.0,152.0,2300.0,3.0,11.8,1020.8,5.0,0.0,NW,1.0,238.0
22782,2015-11-04 23:00:00,2015,11,4,23,243.0,23.0,145.0,2200.0,3.0,12.1,1020.9,4.8,0.0,WNW,0.7,243.0
22783,2015-11-05 00:00:00,2015,11,5,0,244.0,23.0,146.0,2200.0,3.0,10.7,1020.6,5.4,0.0,SSW,0.7,244.0
22784,2015-11-05 01:00:00,2015,11,5,1,247.0,23.0,147.0,2300.0,3.0,10.9,1020.5,6.4,0.0,ENE,1.0,247.0
22785,2015-11-05 02:00:00,2015,11,5,2,249.0,26.0,142.0,2200.0,3.0,11.0,1021.0,6.5,0.1,ENE,1.2,249.0
22786,2015-11-05 03:00:00,2015,11,5,3,246.0,24.0,133.0,2100.0,3.0,11.5,1020.8,6.0,0.1,NE,0.8,246.0
22787,2015-11-05 04:00:00,2015,11,5,4,245.0,19.0,125.0,2200.0,,10.4,1021.0,7.6,0.0,NNE,0.6,245.0
22788,2015-11-05 05:00:00,2015,11,5,5,247.0,20.0,102.0,2000.0,11.0,10.6,1021.4,6.2,0.0,ENE,1.1,247.0
22789,2015-11-05 06:00:00,2015,11,5,6,243.0,21.0,86.0,1800.0,27.0,9.6,1022.1,7.0,0.1,E,1.0,243.0
22790,2015-11-05 07:00:00,2015,11,5,7,221.0,18.0,95.0,1700.0,19.0,10.3,1022.8,8.4,0.2,N,1.0,221.0
22791,2015-11-05 08:00:00,2015,11,5,8,206.0,13.0,101.0,1700.0,15.0,10.3,1024.1,8.2,0.2,NE,1.1,206.0
22792,2015-11-05 09:00:00,2015,11,5,9,188.0,10.0,98.0,1700.0,8.0,10.1,1025.4,8.9,0.5,E,0.6,188.0
22793,2015-11-05 10:00:00,2015,11,5,10,143.0,8.0,83.0,1400.0,9.0,10.0,1026.2,8.3,0.8,ENE,2.5,143.0
22794,2015-11-05 11:00:00,2015,11,5,11,96.0,8.0,64.0,1100.0,14.0,9.3,1026.0,7.1,0.1,ENE,2.6,96.0
22795,2015-11-05 12:00:00,2015,11,5,12,71.0,8.0,60.0,1000.0,13.0,8.9,1026.2,6.3,0.1,E,1.6,71.0
22796,2015-11-05 13:00:00,2015,11,5,13,46.0,8.0,55.0,900.0,12.0,8.7,1026.2,5.6,0.0,ENE,1.6,46.0
22797,2015-11-05 14:00:00,2015,11,5,14,31.0,8.0,46.0,800.0,16.0,7.9,1026.2,4.5,0.0,ENE,2.8,31.0
22798,2015-11-05 15:00:00,2015,11,5,15,22.0,7.0,45.0,600.0,13.0,6.8,1026.7,3.6,0.0,ENE,3.1,22.0
22799,2015-11-05 16:00:00,2015,11,5,16,20.0,7.0,41.0,500.0,16.0,6.0,1027.2,2.3,0.3,ENE,3.9,20.0
22800,2015-11-05 17:00:00,2015,11,5,17,19.0,8.0,40.0,600.0,20.0,5.3,1027.6,1.4,0.1,ENE,3.0,19.0
22801,2015-11-05 18:00:00,2015,11,5,18,22.0,8.0,38.0,600.0,25.0,4.7,1028.0,0.1,0.2,ENE,4.5,22.0
22802,2015-11-05 19:00:00,2015,11,5,19,25.0,8.0,38.0,600.0,26.0,4.2,1028.4,-0.2,0.0,NE,2.8,25.0
22803,2015-11-05 20:00:00,2015,11,5,20,22.0,8.0,29.0,500.0,33.0,3.5,1028.7,-0.3,0.0,NE,3.5,22.0
22804,2015-11-05 21:00:00,2015,11,5,21,22.0,9.0,30.0,500.0,33.0,2.9,1029.1,-1.1,0.0,NE,3.2,22.0
22805,2015-11-05 22:00:00,2015,11,5,22,17.0,8.0,23.0,400.0,39.0,2.3,1029.2,-1.7,0.0,NE,3.7,17.0
22806,2015-11-05 23:00:00,2015,11,5,23,18.0,8.0,23.0,400.0,40.0,2.5,1028.5,-1.9,0.0,NE,3.2,18.0
22807,2015-11-06 00:00:00,2015,11,6,0,17.0,8.0,20.0,400.0,44.0,2.5,1028.2,-2.0,0.0,NE,2.5,17.0
22808,2015-11-06 01:00:00,2015,11,6,1,16.0,8.0,19.0,400.0,47.0,3.2,1027.6,-1.4,0.0,NE,2.1,16.0
22809,2015-11-06 02:00:00,2015,11,6,2,18.0,8.0,18.0,400.0,51.0,3.7,1027.6,-2.7,0.0,NE,2.4,18.0
22810,2015-11-06 03:00:00,2015,11,6,3,17.0,7.0,21.0,400.0,47.0,3.6,1027.1,-3.0,0.3,NE,3.9,17.0
22811,2015-11-06 04:00:00,2015,11,6,4,21.0,7.0,24.0,400.0,40.0,3.6,1026.4,-3.0,0.0,NE,3.0,21.0
22812,2015-11-06 05:00:00,2015,11,6,5,25.0,6.0,41.0,600.0,14.0,2.1,1027.2,-1.9,0.6,NNE,2.5,25.0
22813,2015-11-06 06:00:00,2015,11,6,6,18.0,5.0,19.0,400.0,49.0,1.1,1027.9,-0.8,0.9,NE,2.8,18.0
22814,2015-11-06 07:00:00,2015,11,6,7,17.0,5.0,32.0,500.0,38.0,0.4,1027.7,-0.7,1.8,NE,2.9,17.0
22815,2015-11-06 08:00:00,2015,11,6,8,15.0,5.0,37.0,500.0,32.0,0.2,1028.3,-0.8,1.5,NE,2.5,15.0
22816,2015-11-06 09:00:00,2015,11,6,9,12.0,5.0,32.0,500.0,42.0,0.1,1028.5,-0.8,0.4,NNE,2.7,12.0
22817,2015-11-06 10:00:00,2015,11,6,10,13.0,5.0,35.0,600.0,38.0,0.2,1028.0,-0.5,0.8,NE,2.2,13.0
22818,2015-11-06 11:00:00,2015,11,6,11,17.0,5.0,40.0,800.0,34.0,0.5,1027.8,-0.2,0.7,N,1.9,17.0
22819,2015-11-06 12:00:00,2015,11,6,12,20.0,5.0,44.0,1000.0,27.0,0.8,1027.1,0.1,0.1,N,2.1,20.0
22820,2015-11-06 13:00:00,2015,11,6,13,30.0,5.0,61.0,1200.0,14.0,1.3,1026.2,0.1,0.0,NNE,2.2,30.0
22821,2015-11-06 14:00:00,2015,11,6,14,34.0,5.0,63.0,1200.0,14.0,1.4,1025.5,0.5,0.1,NNE,2.0,34.0
22822,2015-11-06 15:00:00,2015,11,6,15,30.0,5.0,57.0,1100.0,20.0,1.3,1025.0,0.6,0.2,NE,1.8,30.0
